github_pr,merged,state,draft,base,head,head_sha,commits,title,url,lineage_role
209,false,closed,true,agent/pr140-require-two-independent-engines,agent/pr140-verify-receipt-integrity,b6751a35af2288f1ee0d5e26c1240a16d212ed3a,1,PR-140: verify evidence receipt integrity,https://github.com/cosmosapjw-quantum/htt_base/pull/209,failed_or_nonaccepting_publication_attempt
210,false,closed,true,agent/pr140-verify-receipt-integrity,agent/pr140-require-engine-diagnostics,8a811b65a779303fc499a0695b15db679684ef9d,1,PR-140: require valid engine diagnostics,https://github.com/cosmosapjw-quantum/htt_base/pull/210,failed_or_nonaccepting_publication_attempt
211,false,closed,true,agent/pr140-require-engine-diagnostics,agent/pr140-reject-nonfinite-engine-estimates,43fff24d41c55f8d0ac5ff305d8e09b8e7998c3e,1,PR-140: reject nonfinite engine estimates,https://github.com/cosmosapjw-quantum/htt_base/pull/211,failed_or_nonaccepting_publication_attempt
212,false,closed,true,agent/pr140-reject-nonfinite-engine-estimates,agent/pr140-validate-evidence-model,12255ab9e45391b33ca028f4797469cd1c8d0818,1,PR-140: validate evidence model inputs,https://github.com/cosmosapjw-quantum/htt_base/pull/212,failed_or_nonaccepting_publication_attempt
213,false,closed,true,agent/pr140-validate-evidence-model,agent/pr140-bind-receipt-engines,2dc3aae4398ca607db1a78fb9cc3513eccc615cc,1,PR-140: bind receipts to independent engines,https://github.com/cosmosapjw-quantum/htt_base/pull/213,failed_or_nonaccepting_publication_attempt
214,true,closed,false,agent/pr139-reject-nonfinite-psis,revert-202-agent/pr139-validate-group-model-inputs,443f7dda654f373ea6e087a0f4c7d00265623184,1,"Revert ""PR-139: validate group model inputs""",https://github.com/cosmosapjw-quantum/htt_base/pull/214,merged_non_target_history
215,false,closed,true,agent/pr140-bind-receipt-engines,agent/pr141-decouple-historical-source-hash,386b25700a95e4468f5dca078b465b2b9797a92e,1,PR-141: decouple historical source hash,https://github.com/cosmosapjw-quantum/htt_base/pull/215,failed_or_nonaccepting_publication_attempt
216,true,closed,false,research/pr04-multicomponent,revert-26-fix/pr151-portable-background-resume,052be2931e588333442deb57dc8ddb7d2c815516,1,"Revert ""PR-151: make finalize watcher portable""",https://github.com/cosmosapjw-quantum/htt_base/pull/216,accepted_target_history
217,false,closed,true,agent/pr141-decouple-historical-source-hash,agent/pr141-validate-discrimination-config,6311d21d3eda5adccb5ff7b96f1b0f2ff323884b,1,PR-141: validate discrimination config,https://github.com/cosmosapjw-quantum/htt_base/pull/217,failed_or_nonaccepting_publication_attempt
218,false,closed,true,agent/pr141-validate-discrimination-config,agent/pr141-validate-posthoc-model-change,90177f983874d0b08677ca4952dbc4049362fec8,1,PR-141: validate posthoc model changes,https://github.com/cosmosapjw-quantum/htt_base/pull/218,failed_or_nonaccepting_publication_attempt
219,false,closed,true,agent/pr141-validate-posthoc-model-change,agent/pr141-normalize-generative-branch,74ed5b9023d1c77ac77ad34932a33806fa81f622,1,PR-141: normalize generative branch input,https://github.com/cosmosapjw-quantum/htt_base/pull/219,failed_or_nonaccepting_publication_attempt
220,false,closed,true,agent/pr141-normalize-generative-branch,agent/pr142-decouple-historical-source-hash,c56bd390d87f4dff695ae78783fbac78ac48c446,1,PR-142: decouple historical source hash,https://github.com/cosmosapjw-quantum/htt_base/pull/220,failed_or_nonaccepting_publication_attempt
221,false,closed,true,agent/pr142-decouple-historical-source-hash,agent/pr142-validate-measure-spec,4dce923bd6cbeef14c93ada0544ed05af234fab0,1,PR-142: validate measure specification,https://github.com/cosmosapjw-quantum/htt_base/pull/221,failed_or_nonaccepting_publication_attempt
222,false,closed,true,agent/pr142-validate-measure-spec,agent/pr142-validate-null-sample-count,01ecb6a4320c1a09daf669ceb6e95367462810db,1,PR-142: validate null sample count,https://github.com/cosmosapjw-quantum/htt_base/pull/222,failed_or_nonaccepting_publication_attempt
223,false,closed,true,agent/pr142-validate-null-sample-count,agent/pr142-validate-bootstrap-sample-count,619c7849622bcbb38d4a8e9dd30fda4b2700fc37,1,PR-142: validate bootstrap sample count,https://github.com/cosmosapjw-quantum/htt_base/pull/223,failed_or_nonaccepting_publication_attempt
224,false,closed,true,agent/pr142-validate-bootstrap-sample-count,agent/pr142-validate-measure-family-registration,1f201ac29b9acbe7f3b99e415c2f5bdbde923dff,1,PR-142: validate measure family registration,https://github.com/cosmosapjw-quantum/htt_base/pull/224,failed_or_nonaccepting_publication_attempt
225,false,closed,true,agent/pr142-validate-measure-family-registration,agent/pr142-validate-null-scale-tolerance,83b4447584aa4e396df431b66642ddf35f550821,1,PR-142: validate null scale tolerance,https://github.com/cosmosapjw-quantum/htt_base/pull/225,failed_or_nonaccepting_publication_attempt
226,false,closed,true,agent/pr142-validate-null-scale-tolerance,agent/pr142-validate-gf-intervals,d19ddd76db7a78222fd770977591a02706831daf,1,PR-142: validate feasible range intervals,https://github.com/cosmosapjw-quantum/htt_base/pull/226,failed_or_nonaccepting_publication_attempt
227,false,closed,true,agent/pr142-validate-gf-intervals,agent/pr142-validate-departure-table,70f1c0c0c8e929bc10cb25d030e8b58aec40f5a1,1,PR-142: validate departure table,https://github.com/cosmosapjw-quantum/htt_base/pull/227,failed_or_nonaccepting_publication_attempt
228,false,closed,true,agent/pr142-validate-departure-table,agent/pr143-decouple-historical-source-hash,2d49296d2050a1b3562673707b6fd124c29a45b6,1,PR-143: decouple historical source hashes,https://github.com/cosmosapjw-quantum/htt_base/pull/228,failed_or_nonaccepting_publication_attempt
229,false,closed,true,agent/pr143-decouple-historical-source-hash,agent/pr143-bind-prediction-indices,390a102f2201dcf4fc18b721247d7fcaf62d4c3a,1,PR-143: bind prediction indices,https://github.com/cosmosapjw-quantum/htt_base/pull/229,failed_or_nonaccepting_publication_attempt
230,false,closed,true,agent/pr143-bind-prediction-indices,agent/pr143-validate-criteria,1b043566f337336aa5df9b01b6ea7f828e8eccee,1,PR-143: validate adjudication criteria,https://github.com/cosmosapjw-quantum/htt_base/pull/230,failed_or_nonaccepting_publication_attempt
231,false,closed,true,agent/pr143-validate-criteria,agent/pr143-count-seed-iterables,15cfc2c5a87d713aa45764ab15d1b3d7549f5370,1,PR-143: count seed iterables once,https://github.com/cosmosapjw-quantum/htt_base/pull/231,failed_or_nonaccepting_publication_attempt
232,false,closed,true,agent/pr143-count-seed-iterables,agent/pr143-validate-seed-ensemble,69c289609fec683f180d07d0c248bdd704443ada,1,PR-143: validate seed ensemble,https://github.com/cosmosapjw-quantum/htt_base/pull/232,failed_or_nonaccepting_publication_attempt
233,false,closed,true,agent/pr143-validate-seed-ensemble,agent/pr143-validate-challenge-dimensions,5cc7f79100d8693990e5cfb2097ef1e647c73c8e,1,PR-143: validate challenge dimensions,https://github.com/cosmosapjw-quantum/htt_base/pull/233,failed_or_nonaccepting_publication_attempt
234,false,closed,true,agent/pr143-validate-challenge-dimensions,agent/pr143-freeze-dgp-battery,3527f8dc008317ef54f47d482f5e14cd9803c67f,1,PR-143: freeze preregistered DGP battery,https://github.com/cosmosapjw-quantum/htt_base/pull/234,failed_or_nonaccepting_publication_attempt
235,false,closed,true,agent/pr143-freeze-dgp-battery,agent/pr143-verify-sealed-structure,7045c83835fbbc5400d05e0cc13ac0d0bd283202,1,PR-143: verify sealed challenge structure,https://github.com/cosmosapjw-quantum/htt_base/pull/235,failed_or_nonaccepting_publication_attempt
236,false,closed,true,agent/pr143-verify-sealed-structure,agent/pr144-decouple-historical-source-hash,c0b0408bb138e927eba30dd9a53035217c38920a,1,PR-144: decouple historical source hash,https://github.com/cosmosapjw-quantum/htt_base/pull/236,failed_or_nonaccepting_publication_attempt
237,false,closed,true,agent/pr144-decouple-historical-source-hash,agent/pr144-reject-duplicate-group-ids,58728c5b93094c7983520aab4fadab67513fc626,1,PR-144: reject duplicate group IDs,https://github.com/cosmosapjw-quantum/htt_base/pull/237,failed_or_nonaccepting_publication_attempt
238,false,closed,true,agent/pr144-reject-duplicate-group-ids,agent/pr144-flag-invalid-range-values,1e41423352006ee94e43ecd7acf7d4d5a571b0f0,1,PR-144: flag invalid range values,https://github.com/cosmosapjw-quantum/htt_base/pull/238,failed_or_nonaccepting_publication_attempt
239,false,closed,true,agent/pr144-flag-invalid-range-values,agent/pr144-reject-invalid-group-ids,c3a59441756dfea3fd3925fca39cb7e451fc2293,1,PR-144: reject invalid group IDs,https://github.com/cosmosapjw-quantum/htt_base/pull/239,failed_or_nonaccepting_publication_attempt
240,false,closed,true,agent/pr144-reject-invalid-group-ids,agent/pr144-reject-negative-selection-counts,927647b2d381fe590eaeda60b2dd63fda18e637b,1,PR-144: reject negative selection counts,https://github.com/cosmosapjw-quantum/htt_base/pull/240,failed_or_nonaccepting_publication_attempt
241,false,closed,true,agent/pr144-reject-negative-selection-counts,agent/pr145-follow-relocated-source,df2bdc55c4105f30147f0d33e9d938215832a09c,1,PR-145: follow relocated estimator source,https://github.com/cosmosapjw-quantum/htt_base/pull/241,failed_or_nonaccepting_publication_attempt
242,false,closed,true,agent/pr145-follow-relocated-source,agent/pr145-validate-sample,67ce0edee7d1aea2ef7b40a8c60b1146b1a97798,1,PR-145: validate CF4 sample,https://github.com/cosmosapjw-quantum/htt_base/pull/242,failed_or_nonaccepting_publication_attempt
243,false,closed,true,agent/pr145-validate-sample,agent/pr145-validate-load-config,3d2b4b52c353e151572aca79d89e5596dae5658c,1,PR-145: validate CF4 loader configuration,https://github.com/cosmosapjw-quantum/htt_base/pull/243,failed_or_nonaccepting_publication_attempt
244,false,closed,true,agent/pr145-validate-load-config,agent/pr145-fail-closed-coverage,73de051fb4fccb3a36b4d37e2a130f79fc7e8674,1,PR-145: fail closed on malformed coverage,https://github.com/cosmosapjw-quantum/htt_base/pull/244,failed_or_nonaccepting_publication_attempt
245,false,closed,true,agent/pr145-fail-closed-coverage,agent/pr145-validate-injection,e1d101138bfce5509c3e38edf501a85744c740f4,1,PR-145: validate coverage injection inputs,https://github.com/cosmosapjw-quantum/htt_base/pull/245,failed_or_nonaccepting_publication_attempt
246,false,closed,true,agent/pr145-validate-injection,agent/pr145-validate-significance,09445e6643a33771a3b89989e635cb773ad340c9,1,PR-145: validate significance covariance,https://github.com/cosmosapjw-quantum/htt_base/pull/246,failed_or_nonaccepting_publication_attempt
247,false,closed,true,agent/pr145-validate-significance,agent/pr146-follow-relocated-source,b8d91bf89a3dd5d26d51c6da54e8447d414d4600,1,PR-146: follow relocated forward-mock sources,https://github.com/cosmosapjw-quantum/htt_base/pull/247,failed_or_nonaccepting_publication_attempt
248,false,closed,true,agent/pr146-follow-relocated-source,agent/pr146-fail-closed-coverage,4649fdff93ae9d01533d3373a2e7a47ec08e0366,1,PR-146: fail closed on malformed coverage,https://github.com/cosmosapjw-quantum/htt_base/pull/248,failed_or_nonaccepting_publication_attempt
249,false,closed,true,agent/pr146-fail-closed-coverage,agent/pr146-validate-counts,9355e0c526a9e22e200d79f08633b32843bcd853,1,PR-146: validate ensemble counts,https://github.com/cosmosapjw-quantum/htt_base/pull/249,failed_or_nonaccepting_publication_attempt
250,false,closed,true,agent/pr146-validate-counts,agent/pr146-validate-load-config,2cd27773bed3391fedd06b519e28151b214b193d,1,PR-146: validate forward-loader configuration,https://github.com/cosmosapjw-quantum/htt_base/pull/250,failed_or_nonaccepting_publication_attempt
251,false,closed,true,agent/pr146-validate-load-config,agent/pr147-follow-relocated-source,bfacb51ef56217493986a1b16a8a4dcb24faf24b,1,PR-147: follow relocated identified-set sources,https://github.com/cosmosapjw-quantum/htt_base/pull/251,failed_or_nonaccepting_publication_attempt
252,false,closed,true,agent/pr147-follow-relocated-source,agent/pr147-validate-topology,76d7f09c9c60e64c794934549f27baf1a76c878a,1,PR-147: validate topology domain,https://github.com/cosmosapjw-quantum/htt_base/pull/252,failed_or_nonaccepting_publication_attempt
253,false,closed,true,agent/pr147-validate-topology,agent/pr147-bind-coverage,2fa6eb6c60ab9e6cdf85206b64a7d7e25f7c548d,1,PR-147: bind coverage to identified shells,https://github.com/cosmosapjw-quantum/htt_base/pull/253,failed_or_nonaccepting_publication_attempt
254,false,closed,true,agent/pr147-bind-coverage,agent/pr147-validate-injection-count,5bcbd80abeedbc5a413057707cb9544d59fd861e,1,PR-147: validate coverage injection count,https://github.com/cosmosapjw-quantum/htt_base/pull/254,failed_or_nonaccepting_publication_attempt
255,false,closed,true,agent/pr147-validate-injection-count,agent/pr148-follow-relocated-source,69d7ffe6d3b402fb25687c7591687b1b6482c22f,1,PR-148: follow relocated growth sources,https://github.com/cosmosapjw-quantum/htt_base/pull/255,failed_or_nonaccepting_publication_attempt
256,false,closed,true,agent/pr148-follow-relocated-source,agent/pr148-verify-covariance,c8185725687ff23dde2660cbdb50db498d4c05f8,1,PR-148: verify covariance matrix evidence,https://github.com/cosmosapjw-quantum/htt_base/pull/256,failed_or_nonaccepting_publication_attempt
257,false,closed,true,agent/pr148-verify-covariance,agent/pr148-validate-classification,30e98b1740b3f9f87a92c66fcd6efba5e19dcece,1,PR-148: validate constrained-shell inputs,https://github.com/cosmosapjw-quantum/htt_base/pull/257,failed_or_nonaccepting_publication_attempt
258,false,closed,true,agent/pr148-validate-classification,agent/pr148-validate-mock-count,5bec5122ecc9d820c49b140b18a19ddb70b2661f,1,PR-148: validate covariance mock count,https://github.com/cosmosapjw-quantum/htt_base/pull/258,failed_or_nonaccepting_publication_attempt
259,false,closed,true,agent/pr148-validate-mock-count,agent/pr149-validate-theorem-domain,1bbb10383a777b23cb98a8d954f13c1656abedb7,1,PR-149: reject vacuous structural-zero domains,https://github.com/cosmosapjw-quantum/htt_base/pull/259,failed_or_nonaccepting_publication_attempt
260,false,closed,true,agent/pr149-validate-theorem-domain,agent/pr149-validate-scan-family,6f59ff2b4b122f2cb41447f711392a0ac399e7d5,1,PR-149: validate scan-family inputs,https://github.com/cosmosapjw-quantum/htt_base/pull/260,failed_or_nonaccepting_publication_attempt
261,false,closed,true,agent/pr149-validate-scan-family,agent/pr149-validate-convention-config,d51769b9cebe207316e6db4f707a76ade02678a0,1,PR-149: validate convention dimensions,https://github.com/cosmosapjw-quantum/htt_base/pull/261,failed_or_nonaccepting_publication_attempt
262,false,closed,true,agent/pr149-validate-convention-config,agent/pr149-preserve-theorem-multipoles,c84ee585f34dd4f9aa195ef4c0f7b0af2ac6859c,1,PR-149: preserve theorem multipole types,https://github.com/cosmosapjw-quantum/htt_base/pull/262,failed_or_nonaccepting_publication_attempt
263,false,closed,true,agent/pr149-preserve-theorem-multipoles,agent/pr149-preserve-global-rng,5a0e2e60ac5ca52582dba82839139ec6fea67f77,1,PR-149: preserve caller RNG state,https://github.com/cosmosapjw-quantum/htt_base/pull/263,failed_or_nonaccepting_publication_attempt
264,false,closed,true,agent/pr149-preserve-global-rng,agent/pr150-portable-check,ef0122c555f7022cef97b908b2a4588b9f4b79aa,1,PR-150: make artifact checks worktree-portable,https://github.com/cosmosapjw-quantum/htt_base/pull/264,failed_or_nonaccepting_publication_attempt
265,false,closed,true,agent/pr150-portable-check,agent/pr150-validate-sample-count,3c23b764a087e83f4d4ddb77d6c44b2b1a5b6516,1,PR-150: validate manifest sample count,https://github.com/cosmosapjw-quantum/htt_base/pull/265,failed_or_nonaccepting_publication_attempt
266,false,closed,true,agent/pr150-validate-sample-count,agent/pr150-validate-card-evidence,2d2454c4d4d56263b78c327581feb8d93aa6f206,1,PR-150: validate E2E card evidence,https://github.com/cosmosapjw-quantum/htt_base/pull/266,failed_or_nonaccepting_publication_attempt
267,false,closed,true,agent/pr150-validate-card-evidence,agent/pr150-preserve-sample-count-type,e4c717f13de1f7fd44764aada0817245ab43ffbd,1,PR-150: preserve sample-count type,https://github.com/cosmosapjw-quantum/htt_base/pull/267,failed_or_nonaccepting_publication_attempt
268,false,closed,true,agent/pr150-preserve-sample-count-type,agent/pr150-validate-superuniform-band,60cfbae301a5691eff9b647b67b0b472a2a6fafc,1,PR-150: reject non-discriminating bands,https://github.com/cosmosapjw-quantum/htt_base/pull/268,failed_or_nonaccepting_publication_attempt
269,false,closed,true,research/pr04-multicomponent,agent/pr138-portable-check,e17f7a027c7e3f1d87dc34a9ceadbf8974dd48e0,1,PR-138: make artifact checks source-portable,https://github.com/cosmosapjw-quantum/htt_base/pull/269,failed_or_nonaccepting_publication_attempt
270,false,closed,true,agent/pr138-portable-check,agent/pr138-fail-closed-sbc-verdict,e77a7ae463659398919dac73bbe2d2bda5e2b15c,1,PR-138: fail closed on SBC verdict inputs,https://github.com/cosmosapjw-quantum/htt_base/pull/270,failed_or_nonaccepting_publication_attempt
271,false,closed,true,agent/pr138-fail-closed-sbc-verdict,agent/pr138-fail-closed-ppc-verdict,6c0f286c717702d9824e51be31b5265686cb3ce7,1,PR-138: fail closed on PPC verdict inputs,https://github.com/cosmosapjw-quantum/htt_base/pull/271,failed_or_nonaccepting_publication_attempt
272,false,closed,true,agent/pr138-fail-closed-ppc-verdict,agent/pr138-validate-ppc-domain,f73364740e31a599420e9e5f2bc7d83910f65f42,1,PR-138: validate PPC execution domain,https://github.com/cosmosapjw-quantum/htt_base/pull/272,failed_or_nonaccepting_publication_attempt
273,false,closed,true,agent/pr138-validate-ppc-domain,agent/pr138-validate-sbc-counts,ad341acde30246b8bf7afaafa1b5cd647de92df0,1,PR-138: validate SBC execution counts,https://github.com/cosmosapjw-quantum/htt_base/pull/273,failed_or_nonaccepting_publication_attempt
274,false,closed,true,agent/pr138-validate-sbc-counts,agent/pr138-validate-discrepancy-set,91762d77d6796f0815eec009df5c4fd9359406b0,1,PR-138: validate frozen discrepancy sets,https://github.com/cosmosapjw-quantum/htt_base/pull/274,failed_or_nonaccepting_publication_attempt
275,false,closed,true,agent/pr138-validate-discrepancy-set,agent/pr138-validate-model-domain,ea9a52d9df50747a5c21ef3463a6bcd7f122f070,1,PR-138: validate Gaussian model domain,https://github.com/cosmosapjw-quantum/htt_base/pull/275,failed_or_nonaccepting_publication_attempt
276,false,closed,true,research/pr04-multicomponent,agent/pr137-portable-check,5c98745b1e3ca98f654c9d19dd5da8591b94ead9,1,PR-137: make artifact checks source-portable,https://github.com/cosmosapjw-quantum/htt_base/pull/276,failed_or_nonaccepting_publication_attempt
277,false,closed,true,agent/pr137-portable-check,agent/pr137-validate-binomial-domain,c13bb88cab0832a2194239b71b0fb1f356ecd3a5,1,PR-137: validate binomial bound inputs,https://github.com/cosmosapjw-quantum/htt_base/pull/277,failed_or_nonaccepting_publication_attempt
278,false,closed,true,agent/pr137-validate-binomial-domain,agent/pr137-validate-coverage-domain,4d7ac25d29dd213a7771394892007d387f838f26,1,PR-137: Validate coverage execution domain,https://github.com/cosmosapjw-quantum/htt_base/pull/278,failed_or_nonaccepting_publication_attempt
279,false,closed,true,agent/pr137-validate-coverage-domain,agent/pr137-validate-critical-value-domain,dfd0788822bd70141666042d164ada174c9f3ac7,1,PR-137: Validate critical value domain,https://github.com/cosmosapjw-quantum/htt_base/pull/279,failed_or_nonaccepting_publication_attempt
280,false,closed,true,agent/pr137-validate-critical-value-domain,agent/pr137-validate-preregistration-domain,11a9f7bdd7d4227807d81544bcb975d94d9bdcd7,1,PR-137: Validate preregistration domain,https://github.com/cosmosapjw-quantum/htt_base/pull/280,failed_or_nonaccepting_publication_attempt
281,false,closed,true,agent/pr137-validate-preregistration-domain,agent/pr137-enforce-exact-grid,e05a96507ade32e6ed65a235a89b9ea4db5e7e32,1,PR-137: Enforce exact grid identity,https://github.com/cosmosapjw-quantum/htt_base/pull/281,failed_or_nonaccepting_publication_attempt
282,false,closed,true,agent/pr137-enforce-exact-grid,agent/pr137-validate-failure-map-domain,4549f8063c6d62e9a53b57d38315a5b4b8feeedc,1,PR-137: Validate failure map domain,https://github.com/cosmosapjw-quantum/htt_base/pull/282,failed_or_nonaccepting_publication_attempt
283,false,closed,true,agent/pr137-validate-failure-map-domain,agent/pr137-preserve-prereg-count-types,ffe35a72d01f4fc11d559d58c606dca94a12ddad,1,PR-137: Preserve preregistration count types,https://github.com/cosmosapjw-quantum/htt_base/pull/283,failed_or_nonaccepting_publication_attempt
284,false,closed,true,agent/pr137-preserve-prereg-count-types,agent/pr137-validate-extension-config,086518dfcf2a508024c1bded5899b5ba826aafff,1,PR-137: Validate adaptive extension config,https://github.com/cosmosapjw-quantum/htt_base/pull/284,failed_or_nonaccepting_publication_attempt
285,false,closed,true,agent/pr137-validate-extension-config,agent/pr137-enforce-mesh-levels,0c7bfb36bd05601c0759d528340bf49ab17e807f,1,PR-137: Enforce implemented mesh levels,https://github.com/cosmosapjw-quantum/htt_base/pull/285,failed_or_nonaccepting_publication_attempt
286,false,closed,true,research/pr04-multicomponent,agent/pr136-portable-check,f88046a8436594935af24b1322844ca152a72cfa,1,PR-136: Make artifact check source-portable,https://github.com/cosmosapjw-quantum/htt_base/pull/286,failed_or_nonaccepting_publication_attempt
287,false,closed,true,agent/pr136-portable-check,agent/pr136-fail-closed-cross-engine-numerics,4f1f8cc03d3ff319ccc0d586f9503523e597a4f7,1,PR-136: Fail closed on invalid engine numerics,https://github.com/cosmosapjw-quantum/htt_base/pull/287,failed_or_nonaccepting_publication_attempt
288,false,closed,true,agent/pr136-fail-closed-cross-engine-numerics,agent/pr136-validate-engine-result-shape,58ed579ee610bd5d170e940e3b7956c8a81ae904,1,PR-136: Validate engine result shape,https://github.com/cosmosapjw-quantum/htt_base/pull/288,failed_or_nonaccepting_publication_attempt
289,false,closed,true,agent/pr136-validate-engine-result-shape,agent/pr136-require-set-valued-fields,81921308f5aba357f5ed76d69bbb9d47bc28c517,1,PR-136: Require set-valued artifact fields,https://github.com/cosmosapjw-quantum/htt_base/pull/289,failed_or_nonaccepting_publication_attempt
290,false,closed,true,agent/pr136-require-set-valued-fields,agent/pr136-preserve-projection-status,2762316b999290203b5fdbcf45c08e4b80a4ccab,1,PR-136: Preserve projection failure status,https://github.com/cosmosapjw-quantum/htt_base/pull/290,failed_or_nonaccepting_publication_attempt
291,false,closed,true,agent/pr136-preserve-projection-status,agent/pr136-validate-subvector-axes,86b6f44649cd2100135b523674741777977df1de,1,PR-136: Validate subvector axes,https://github.com/cosmosapjw-quantum/htt_base/pull/291,failed_or_nonaccepting_publication_attempt
292,false,closed,true,agent/pr136-validate-subvector-axes,agent/pr136-protect-unbounded-admissible-pin,fec2cf910287ce46f0d50b22dc40563813f1c8d8,1,PR-136: Protect unbounded admissible pins,https://github.com/cosmosapjw-quantum/htt_base/pull/292,failed_or_nonaccepting_publication_attempt
293,false,closed,true,agent/pr136-protect-unbounded-admissible-pin,agent/pr136-freeze-admissible-box,33f39f5d17fa267c53d237e93944f9dbfa01415e,1,PR-136: Freeze admissible box bounds,https://github.com/cosmosapjw-quantum/htt_base/pull/293,failed_or_nonaccepting_publication_attempt
294,false,closed,true,agent/pr136-freeze-admissible-box,agent/pr136-validate-admissible-box-domain,e03ecb1065d86ed4e888fc5f6da1d8eefdfd3421,1,PR-136: Validate admissible box domain,https://github.com/cosmosapjw-quantum/htt_base/pull/294,failed_or_nonaccepting_publication_attempt
295,false,closed,true,agent/pr136-validate-admissible-box-domain,agent/pr136-validate-proposed-box-axes,50e5a6aff6312ccd985417b69775f1014da58849,1,PR-136: Validate proposed box axes,https://github.com/cosmosapjw-quantum/htt_base/pull/295,failed_or_nonaccepting_publication_attempt
296,false,closed,true,agent/pr136-validate-proposed-box-axes,agent/pr136-validate-constraint-point-arity,c64d5b4797cc038759414b80d0c21d504a880c68,1,PR-136: Validate constraint point arity,https://github.com/cosmosapjw-quantum/htt_base/pull/296,failed_or_nonaccepting_publication_attempt
297,false,closed,true,agent/pr136-validate-constraint-point-arity,agent/pr136-validate-numeric-envelope,0566b08efd8c09d5f701b0813189bf193baa1b85,1,PR-136: Validate numeric engine envelope,https://github.com/cosmosapjw-quantum/htt_base/pull/297,failed_or_nonaccepting_publication_attempt
298,false,closed,true,agent/pr136-validate-numeric-envelope,agent/pr136-validate-solver-outcomes,037a5b5259586d8a37818fc8f911aa24a8d9f868,1,PR-136: Validate solver outcomes,https://github.com/cosmosapjw-quantum/htt_base/pull/298,failed_or_nonaccepting_publication_attempt
299,false,closed,true,agent/pr136-validate-solver-outcomes,agent/pr136-validate-semantic-status,9f901c381e3f675c42edfd5b7202f8945fc20403,1,PR-136: Validate semantic status inputs,https://github.com/cosmosapjw-quantum/htt_base/pull/299,failed_or_nonaccepting_publication_attempt
300,false,closed,true,research/pr04-multicomponent,agent/pr135-portable-check,216b466127106312d2cf706f92ecb4ce2494030f,1,PR-135: Make artifact check source-portable,https://github.com/cosmosapjw-quantum/htt_base/pull/300,failed_or_nonaccepting_publication_attempt
301,false,closed,true,agent/pr135-portable-check,agent/pr135-fail-closed-score-domain,250bba1ae45b4c80e6531bc415f9a6d2e5a9bd3a,1,PR-135: Fail closed on invalid rank scores,https://github.com/cosmosapjw-quantum/htt_base/pull/301,failed_or_nonaccepting_publication_attempt
302,false,closed,true,agent/pr135-fail-closed-score-domain,agent/pr135-validate-reported-p-domain,147b33c0f3d0b3d84f2ab1870136d789ee582798,1,PR-135: Validate reported p domain,https://github.com/cosmosapjw-quantum/htt_base/pull/302,failed_or_nonaccepting_publication_attempt
303,false,closed,true,agent/pr135-validate-reported-p-domain,agent/pr135-validate-null-count-domain,b800a17edaf2859d0ce01b24b866f20f9ec9433f,1,PR-135: Validate finite null count,https://github.com/cosmosapjw-quantum/htt_base/pull/303,failed_or_nonaccepting_publication_attempt
304,false,closed,true,agent/pr135-validate-null-count-domain,agent/pr135-validate-calibration-split,83843b5736b37a255d5b0578183954b331d4895e,1,PR-135: Validate calibration split identity,https://github.com/cosmosapjw-quantum/htt_base/pull/304,failed_or_nonaccepting_publication_attempt
305,false,closed,true,agent/pr135-validate-calibration-split,agent/pr135-validate-simulation-domain,7e7a17a6033663ec6a0149b39e76a9d7d9359de0,1,PR-135: Validate type-I simulation domain,https://github.com/cosmosapjw-quantum/htt_base/pull/305,failed_or_nonaccepting_publication_attempt
306,false,closed,true,agent/pr135-validate-simulation-domain,agent/pr135-bind-negative-control-gate,c5f91e1aa5f98f20b66de2a09b8014a8c8e159a0,1,PR-135: Bind negative control to floor gate,https://github.com/cosmosapjw-quantum/htt_base/pull/306,failed_or_nonaccepting_publication_attempt
307,false,closed,true,agent/pr135-bind-negative-control-gate,agent/pr135-preserve-runner-count-types,7a545a0757484ed2bbda4ffed8448d5172d4c4b0,1,PR-135: Preserve runner count types,https://github.com/cosmosapjw-quantum/htt_base/pull/307,failed_or_nonaccepting_publication_attempt
308,false,closed,true,agent/pr135-preserve-runner-count-types,agent/pr135-bind-estimator-contract,6f6d36a615dc9ec8aa9f2d1badaea848145a07d9,1,PR-135: Bind estimator metadata to implementation,https://github.com/cosmosapjw-quantum/htt_base/pull/308,failed_or_nonaccepting_publication_attempt
309,false,closed,true,agent/pr135-bind-estimator-contract,agent/pr135-bind-bit-generator,446ce6d6cc62a86d0b6d6e057a9a86ce211cb5f6,1,PR-135: Bind simulation generator metadata,https://github.com/cosmosapjw-quantum/htt_base/pull/309,failed_or_nonaccepting_publication_attempt
310,false,closed,true,research/pr04-multicomponent,agent/pr134-portable-check,b3fe36ae7cb244045cf65400299b02876ee0b71e,1,PR-134: Make artifact check source-portable,https://github.com/cosmosapjw-quantum/htt_base/pull/310,failed_or_nonaccepting_publication_attempt
311,false,closed,true,agent/pr134-portable-check,agent/pr134-validate-optional-metadata,2fe41d40ec3113b6ebc2e7a28b592d1eb8c23e61,1,PR-134: Validate optional contract metadata,https://github.com/cosmosapjw-quantum/htt_base/pull/311,failed_or_nonaccepting_publication_attempt
